"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
"IMF.RES:WEO(9.0.0)","FIN.NGSD_NGDP.A","OBS_VALUE","Finland","Gross national savings, Percent of GDP","Annual","Units","23.625","24.081","24.402","25.377","25.094","24.846","22.080","21.873","23.135","23.201"
"IMF.RES:WEO(9.0.0)","G163.NGSD_NGDP.A","OBS_VALUE","Euro Area (EA)","Gross national savings, Percent of GDP","Annual","Units","24.590","25.174","25.424","24.386","26.364","24.767","24.981","24.769","24.379","23.991"
"IMF.RES:WEO(9.0.0)","JPN.NGSD_NGDP.A","OBS_VALUE","Japan","Gross national savings, Percent of GDP","Annual","Units","30.674","30.586","30.686","29.776","31.080","30.332","31.347","32.194","32.556","32.041"
"IMF.RES:WEO(9.0.0)","FIN.NGDP_RPCH.A","OBS_VALUE","Finland","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.303","1.193","1.350","-2.491","2.676","0.763","-1.289","0.375","0.173","1.047"
"IMF.RES:WEO(9.0.0)","G163.NGDPD.A","OBS_VALUE","Euro Area (EA)","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","12897.249","13945.197","13660.752","13327.499","15018.994","14589.889","15962.495","16597.893","17997.892","19447.788"
"IMF.RES:WEO(9.0.0)","G163.NGDP_RPCH.A","OBS_VALUE","Euro Area (EA)","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.622","1.781","1.632","-6.010","6.415","3.641","0.442","0.922","1.402","1.087"
"IMF.RES:WEO(9.0.0)","AND.NGDPD.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2.993","3.217","3.155","2.885","3.325","3.376","3.786","4.042","4.491","4.879"
"IMF.RES:WEO(9.0.0)","ESP.NGDPD.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1321.288","1432.292","1403.651","1288.751","1462.216","1449.990","1619.949","1725.152","1903.826","2091.222"
"IMF.RES:WEO(9.0.0)","MLT.NGDPD.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","14.156","16.161","16.340","16.392","19.743","18.954","22.632","25.035","27.756","30.712"
"IMF.RES:WEO(9.0.0)","PRT.NGDP_RPCH.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.315","2.946","2.746","-8.205","5.559","6.986","3.100","2.215","1.864","1.930"
"IMF.RES:WEO(9.0.0)","IRL.NID_NGDP.A","OBS_VALUE","Ireland","Gross capital formation, Percent of GDP","Annual","Units","34.035","28.174","53.702","42.591","23.032","22.884","26.658","18.248","23.033","23.058"
"IMF.RES:WEO(9.0.0)","IRL.NGDP_RPCH.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","10.109","7.688","4.973","7.154","16.258","7.511","-2.536","2.599","12.338","2.516"
"IMF.RES:WEO(9.0.0)","ISL.NID_NGDP.A","OBS_VALUE","Iceland","Gross capital formation, Percent of GDP","Annual","Units","21.575","22.195","20.203","21.046","22.820","24.243","25.425","26.244","26.574","25.334"
"IMF.RES:WEO(9.0.0)","IRL.NGSD_NGDP.A","OBS_VALUE","Ireland","Gross national savings, Percent of GDP","Annual","Units","35.178","32.462","32.982","35.512","35.218","31.650","33.693","34.412","31.223","31.132"
"IMF.RES:WEO(9.0.0)","ISL.NGDPD.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","25.060","26.678","24.986","22.035","26.235","29.176","31.702","33.187","38.583","43.800"
"IMF.RES:WEO(9.0.0)","GRC.PPPGDP.A","OBS_VALUE","Greece","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","308.462","319.755","342.312","315.963","354.887","401.119","424.845","444.477","466.562","488.577"
"IMF.RES:WEO(9.0.0)","ISL.NGSD_NGDP.A","OBS_VALUE","Iceland","Gross national savings, Percent of GDP","Annual","Units","26.471","26.633","27.580","22.911","20.240","22.525","24.197","23.000","22.989","24.679"
"IMF.RES:WEO(9.0.0)","GRC.NGSD_NGDP.A","OBS_VALUE","Greece","Gross national savings, Percent of GDP","Annual","Units","9.384","9.403","9.983","6.350","10.279","8.032","9.293","11.076","11.489","11.638"
"IMF.RES:WEO(9.0.0)","GRC.NGDP_RPCH.A","OBS_VALUE","Greece","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.473","2.065","2.277","-9.196","8.654","5.522","2.136","2.087","2.073","1.802"
"IMF.RES:WEO(9.0.0)","ISL.NGDP_RPCH.A","OBS_VALUE","Iceland","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.485","4.661","1.138","-6.646","5.181","8.857","5.032","-1.283","1.279","1.902"
"IMF.RES:WEO(9.0.0)","IRL.NGDPD.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","348.232","395.960","407.256","435.659","530.747","548.773","567.537","608.974","718.140","779.381"
"IMF.RES:WEO(9.0.0)","GRC.NID_NGDP.A","OBS_VALUE","Greece","Gross capital formation, Percent of GDP","Annual","Units","11.886","12.927","12.072","13.530","17.459","18.780","16.094","18.233","17.172","18.032"
"IMF.RES:WEO(9.0.0)","TUR.NGSD_NGDP.A","OBS_VALUE","Türkiye, Republic of","Gross national savings, Percent of GDP","Annual","Units","28.789","30.696","29.572","30.088","33.595","33.951","31.760","29.913","29.941","32.340"
"IMF.RES:WEO(9.0.0)","TUR.NGDP_RPCH.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","7.826","3.468","1.302","1.803","11.811","5.441","5.045","3.328","3.605","3.366"
"IMF.RES:WEO(9.0.0)","ESP.NGDP_RPCH.A","OBS_VALUE","Spain","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.896","2.395","1.961","-10.940","6.683","6.370","2.461","3.455","2.766","2.090"
"IMF.RES:WEO(9.0.0)","PRT.NGSD_NGDP.A","OBS_VALUE","Portugal","Gross national savings, Percent of GDP","Annual","Units","18.516","18.933","18.984","18.326","20.272","19.350","21.071","22.582","22.254","22.559"
"IMF.RES:WEO(9.0.0)","PRT.NID_NGDP.A","OBS_VALUE","Portugal","Gross capital formation, Percent of GDP","Annual","Units","17.446","18.525","18.768","19.419","20.935","21.374","20.497","20.340","21.015","22.040"
"IMF.RES:WEO(9.0.0)","PRT.NGDPD.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","220.785","242.203","240.142","229.435","256.226","257.101","292.408","313.562","346.412","380.637"
"IMF.RES:WEO(9.0.0)","MLT.PPPGDP.A","OBS_VALUE","Malta","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","21.377","23.314","25.897","25.760","30.198","33.184","38.071","41.441","44.305","47.260"
"IMF.RES:WEO(9.0.0)","MLT.NGSD_NGDP.A","OBS_VALUE","Malta","Gross national savings, Percent of GDP","Annual","Units","38.089","32.995","38.867","36.131","32.428","23.484","26.392","26.088","24.403","23.978"
"IMF.RES:WEO(9.0.0)","PRT.PPPGDP.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","339.609","358.872","389.495","370.353","402.683","461.454","493.362","516.808","541.374","567.632"
"IMF.RES:WEO(9.0.0)","MLT.NID_NGDP.A","OBS_VALUE","Malta","Gross capital formation, Percent of GDP","Annual","Units","19.159","19.653","20.969","20.117","23.054","26.352","19.866","19.010","18.709","18.193"
"IMF.RES:WEO(9.0.0)","MLT.NGDP_RPCH.A","OBS_VALUE","Malta","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","12.972","7.188","4.085","-3.457","13.351","2.593","10.633","6.213","3.962","3.700"
"IMF.RES:WEO(9.0.0)","IRL.PPPGDP.A","OBS_VALUE","Ireland","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","388.172","423.037","458.043","492.269","593.409","683.356","690.667","726.213","838.953","884.699"
"IMF.RES:WEO(9.0.0)","ARG.NGDPD.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","643.861","524.431","446.762","385.218","486.040","633.520","648.895","637.234","681.485","688.378"
"IMF.RES:WEO(9.0.0)","G200.NID_NGDP.A","OBS_VALUE","Emerging Market and Developing Economies","Gross capital formation, Percent of GDP","Annual","Units","31.753","32.498","32.150","32.252","33.389","33.001","32.204","31.786","30.791","30.789"
"IMF.RES:WEO(9.0.0)","ZAF.PPPGDP.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","791.817","782.329","796.183","767.391","841.476","919.876","961.601","990.744","1030.205","1070.835"
"IMF.RES:WEO(9.0.0)","G200.NGDPD.A","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","32848.168","35057.593","35814.511","34361.994","40451.207","43311.737","44485.388","46216.382","48788.796","52481.610"
"IMF.RES:WEO(9.0.0)","TUR.NID_NGDP.A","OBS_VALUE","Türkiye, Republic of","Gross capital formation, Percent of GDP","Annual","Units","32.795","31.341","27.506","34.154","34.376","38.602","34.588","30.731","31.667","35.072"
"IMF.RES:WEO(9.0.0)","AUS.PPPGDP.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1223.680","1293.190","1371.687","1383.119","1558.753","1739.877","1842.776","1907.482","2000.256","2098.888"
"IMF.RES:WEO(9.0.0)","NZL.NGDPD.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","203.663","209.489","210.962","210.840","249.720","245.165","253.650","258.827","258.832","278.636"
"IMF.RES:WEO(9.0.0)","AUS.NID_NGDP.A","OBS_VALUE","Australia","Gross capital formation, Percent of GDP","Annual","Units","24.280","24.202","22.606","22.414","23.430","23.843","23.930","24.506","24.586","24.426"
"IMF.RES:WEO(9.0.0)","ESP.NID_NGDP.A","OBS_VALUE","Spain","Gross capital formation, Percent of GDP","Annual","Units","19.566","20.706","20.909","20.627","21.874","22.690","21.121","21.173","21.545","21.791"
"IMF.RES:WEO(9.0.0)","ESP.NGSD_NGDP.A","OBS_VALUE","Spain","Gross national savings, Percent of GDP","Annual","Units","22.359","22.583","23.038","21.416","22.647","23.109","23.853","24.352","24.436","24.002"
"IMF.RES:WEO(9.0.0)","AUS.NGSD_NGDP.A","OBS_VALUE","Australia","Gross national savings, Percent of GDP","Annual","Units","21.698","21.558","22.614","24.105","25.680","24.350","23.336","22.381","22.032","22.113"
"IMF.RES:WEO(9.0.0)","ESP.PPPGDP.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1854.710","1918.773","2075.230","1862.545","2090.614","2381.958","2530.877","2683.325","2835.764","2977.960"
"IMF.RES:WEO(9.0.0)","TUR.PPPGDP.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","2277.149","2331.530","2396.162","2435.610","2727.394","3080.336","3355.467","3553.197","3785.705","4025.249"
"IMF.RES:WEO(9.0.0)","AUS.NGDP_RPCH.A","OBS_VALUE","Australia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.387","2.789","1.974","-2.043","5.358","4.208","2.135","1.004","1.971","2.009"
"IMF.RES:WEO(9.0.0)","AUS.NGDPD.A","OBS_VALUE","Australia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1386.367","1422.597","1391.987","1366.669","1660.123","1731.233","1748.175","1799.418","1839.961","2123.963"
"IMF.RES:WEO(9.0.0)","TUR.NGDPD.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","863.906","807.318","775.223","730.345","827.673","924.752","1153.295","1358.251","1597.301","1640.223"
"IMF.RES:WEO(9.0.0)","BOL.PPPGDP.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","118.215","123.812","128.448","113.212","133.728","148.607","157.983","160.086","162.652","161.816"
"IMF.RES:WEO(9.0.0)","BOL.NGDPD.A","OBS_VALUE","Bolivia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","46.262","48.767","49.414","42.622","48.227","51.331","52.722","55.281","64.250","80.743"
"IMF.RES:WEO(9.0.0)","G200.NGSD_NGDP.A","OBS_VALUE","Emerging Market and Developing Economies","Gross national savings, Percent of GDP","Annual","Units","31.664","32.309","32.119","32.690","34.212","34.424","32.774","32.584","31.883","31.690"
"IMF.RES:WEO(9.0.0)","ZAF.NGDPD.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","381.317","405.093","389.245","337.876","419.878","407.430","381.334","401.076","427.141","479.964"
"IMF.RES:WEO(9.0.0)","NZL.PPPGDP.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","200.220","205.647","222.730","227.948","242.450","266.488","282.375","288.555","297.264","312.297"
"IMF.RES:WEO(9.0.0)","G200.PPPGDP.A","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","70433.050","75913.550","80914.174","81339.983","91882.386","102460.569","110908.475","118680.796","127383.445","135931.186"
"IMF.RES:WEO(9.0.0)","G200.NGDP_RPCH.A","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.793","4.638","3.766","-1.824","7.035","4.279","4.440","4.468","4.422","3.873"
"IMF.RES:WEO(9.0.0)","ZAF.NID_NGDP.A","OBS_VALUE","South Africa","Gross capital formation, Percent of GDP","Annual","Units","16.611","16.171","15.821","12.346","12.836","15.672","15.391","14.070","13.871","13.529"
"IMF.RES:WEO(9.0.0)","NZL.NGDP_RPCH.A","OBS_VALUE","New Zealand","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.290","3.335","2.976","-1.220","5.511","2.616","2.181","-0.287","0.176","2.131"
"IMF.RES:WEO(9.0.0)","NZL.NID_NGDP.A","OBS_VALUE","New Zealand","Gross capital formation, Percent of GDP","Annual","Units","23.475","24.396","24.223","22.384","25.120","26.487","24.485","23.555","22.398","22.656"
"IMF.RES:WEO(9.0.0)","ZAF.NGSD_NGDP.A","OBS_VALUE","South Africa","Gross national savings, Percent of GDP","Annual","Units","14.243","13.242","13.216","14.315","16.568","15.348","14.305","13.417","13.331","12.645"
"IMF.RES:WEO(9.0.0)","ZAF.NGDP_RPCH.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.158","1.557","0.260","-6.169","4.859","2.058","0.806","0.535","1.115","1.049"
"IMF.RES:WEO(9.0.0)","NZL.NGSD_NGDP.A","OBS_VALUE","New Zealand","Gross national savings, Percent of GDP","Annual","Units","20.657","22.321","21.288","18.076","22.219","25.496","18.704","14.540","16.148","17.982"
"IMF.RES:WEO(9.0.0)","COL.NGDP_RPCH.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.359","2.564","3.187","-7.186","10.801","7.328","0.842","1.493","2.642","2.342"
"IMF.RES:WEO(9.0.0)","COL.NGDPD.A","OBS_VALUE","Colombia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","311.890","334.124","323.055","270.348","318.525","345.632","366.901","420.504","457.410","539.530"
"IMF.RES:WEO(9.0.0)","CRI.NGSD_NGDP.A","OBS_VALUE","Costa Rica","Gross national savings, Percent of GDP","Annual","Units","14.448","15.170","14.506","14.492","14.620","15.179","14.581","15.261","15.058","17.088"
"IMF.RES:WEO(9.0.0)","CRI.NGDPD.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","60.517","62.570","64.748","62.792","65.582","70.993","87.524","96.730","102.902","109.931"
"IMF.RES:WEO(9.0.0)","CRI.NGDP_RPCH.A","OBS_VALUE","Costa Rica","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.158","2.853","2.708","-4.142","8.218","5.461","4.792","4.083","4.560","3.560"
"IMF.RES:WEO(9.0.0)","BRA.NID_NGDP.A","OBS_VALUE","Brazil","Gross capital formation, Percent of GDP","Annual","Units","14.626","15.095","15.517","16.116","19.522","18.088","15.761","16.981","16.844","16.780"
"IMF.RES:WEO(9.0.0)","ARG.NGSD_NGDP.A","OBS_VALUE","Argentina","Gross national savings, Percent of GDP","Annual","Units","13.374","11.449","13.460","15.113","19.439","17.281","15.898","16.723","13.231","15.765"
"IMF.RES:WEO(9.0.0)","BRA.NGSD_NGDP.A","OBS_VALUE","Brazil","Gross national savings, Percent of GDP","Annual","Units","13.401","12.288","12.102","14.475","17.164","15.938","14.525","13.954","13.818","14.075"
"IMF.RES:WEO(9.0.0)","G205.NGSD_NGDP.A","OBS_VALUE","Latin America and the Caribbean (LAC)","Gross national savings, Percent of GDP","Annual","Units","17.047","16.411","16.820","17.765","18.707","18.143","18.176","18.376","17.806","18.086"
"IMF.RES:WEO(9.0.0)","ARG.PPPGDP.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","1035.699","1090.043","1057.633","1011.999","1191.725","1353.340","1377.369","1392.607","1494.657","1591.288"
"IMF.RES:WEO(9.0.0)","BRA.NGDPD.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","2063.519","1916.934","1873.286","1476.092","1670.650","1951.849","2191.137","2185.822","2279.918","2635.912"
"IMF.RES:WEO(9.0.0)","BRA.NGDP_RPCH.A","OBS_VALUE","Brazil","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","1.323","1.784","1.221","-3.277","4.763","3.017","3.242","3.419","2.286","1.911"
"IMF.RES:WEO(9.0.0)","ARG.NGDP_RPCH.A","OBS_VALUE","Argentina","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.819","-2.617","-2.001","-9.900","10.442","6.021","-1.856","-1.343","4.367","3.500"
